Registo,Valor,Estado
1052,N/A,TIMEOUT/NÃO_DISPONÍVEL
1053,N/A,TIMEOUT/NÃO_DISPONÍVEL
1054,N/A,TIMEOUT/NÃO_DISPONÍVEL
1055,N/A,TIMEOUT/NÃO_DISPONÍVEL
1056,N/A,TIMEOUT/NÃO_DISPONÍVEL
1057,N/A,TIMEOUT/NÃO_DISPONÍVEL
1058,N/A,TIMEOUT/NÃO_DISPONÍVEL
1059,N/A,TIMEOUT/NÃO_DISPONÍVEL
1060,N/A,TIMEOUT/NÃO_DISPONÍVEL
1061,N/A,TIMEOUT/NÃO_DISPONÍVEL
1062,N/A,TIMEOUT/NÃO_DISPONÍVEL
1063,N/A,TIMEOUT/NÃO_DISPONÍVEL
1064,N/A,TIMEOUT/NÃO_DISPONÍVEL
1065,N/A,TIMEOUT/NÃO_DISPONÍVEL
1066,N/A,TIMEOUT/NÃO_DISPONÍVEL
1067,N/A,TIMEOUT/NÃO_DISPONÍVEL
1068,N/A,TIMEOUT/NÃO_DISPONÍVEL
1069,N/A,TIMEOUT/NÃO_DISPONÍVEL
1070,N/A,TIMEOUT/NÃO_DISPONÍVEL
1071,N/A,TIMEOUT/NÃO_DISPONÍVEL
1072,N/A,TIMEOUT/NÃO_DISPONÍVEL
1073,N/A,TIMEOUT/NÃO_DISPONÍVEL
1074,N/A,TIMEOUT/NÃO_DISPONÍVEL
1075,N/A,TIMEOUT/NÃO_DISPONÍVEL
1076,N/A,TIMEOUT/NÃO_DISPONÍVEL
1077,N/A,TIMEOUT/NÃO_DISPONÍVEL
1078,N/A,TIMEOUT/NÃO_DISPONÍVEL
1079,N/A,TIMEOUT/NÃO_DISPONÍVEL
1080,N/A,TIMEOUT/NÃO_DISPONÍVEL
1081,N/A,TIMEOUT/NÃO_DISPONÍVEL
1082,N/A,TIMEOUT/NÃO_DISPONÍVEL
1083,N/A,TIMEOUT/NÃO_DISPONÍVEL
1084,N/A,TIMEOUT/NÃO_DISPONÍVEL
1085,N/A,TIMEOUT/NÃO_DISPONÍVEL
1086,N/A,TIMEOUT/NÃO_DISPONÍVEL
1087,N/A,TIMEOUT/NÃO_DISPONÍVEL
1088,N/A,TIMEOUT/NÃO_DISPONÍVEL
1089,N/A,TIMEOUT/NÃO_DISPONÍVEL
1090,N/A,TIMEOUT/NÃO_DISPONÍVEL
1091,N/A,TIMEOUT/NÃO_DISPONÍVEL
1092,N/A,TIMEOUT/NÃO_DISPONÍVEL
1093,N/A,TIMEOUT/NÃO_DISPONÍVEL
1094,N/A,TIMEOUT/NÃO_DISPONÍVEL
1095,N/A,TIMEOUT/NÃO_DISPONÍVEL
1096,N/A,TIMEOUT/NÃO_DISPONÍVEL
1097,N/A,TIMEOUT/NÃO_DISPONÍVEL
1098,N/A,TIMEOUT/NÃO_DISPONÍVEL
1099,N/A,TIMEOUT/NÃO_DISPONÍVEL
1100,N/A,TIMEOUT/NÃO_DISPONÍVEL
1101,N/A,TIMEOUT/NÃO_DISPONÍVEL
1102,N/A,TIMEOUT/NÃO_DISPONÍVEL
1103,N/A,TIMEOUT/NÃO_DISPONÍVEL
1104,N/A,TIMEOUT/NÃO_DISPONÍVEL
1105,N/A,TIMEOUT/NÃO_DISPONÍVEL
1106,N/A,TIMEOUT/NÃO_DISPONÍVEL
1107,N/A,TIMEOUT/NÃO_DISPONÍVEL
1108,N/A,TIMEOUT/NÃO_DISPONÍVEL
1109,N/A,TIMEOUT/NÃO_DISPONÍVEL
1110,N/A,TIMEOUT/NÃO_DISPONÍVEL
1111,N/A,TIMEOUT/NÃO_DISPONÍVEL
1112,N/A,TIMEOUT/NÃO_DISPONÍVEL
1113,N/A,TIMEOUT/NÃO_DISPONÍVEL
1114,N/A,TIMEOUT/NÃO_DISPONÍVEL
1115,N/A,TIMEOUT/NÃO_DISPONÍVEL
1116,N/A,TIMEOUT/NÃO_DISPONÍVEL
1117,N/A,TIMEOUT/NÃO_DISPONÍVEL
1118,N/A,TIMEOUT/NÃO_DISPONÍVEL
1119,N/A,TIMEOUT/NÃO_DISPONÍVEL
1120,N/A,TIMEOUT/NÃO_DISPONÍVEL
1121,N/A,TIMEOUT/NÃO_DISPONÍVEL
1122,N/A,TIMEOUT/NÃO_DISPONÍVEL
1123,N/A,TIMEOUT/NÃO_DISPONÍVEL
1124,N/A,TIMEOUT/NÃO_DISPONÍVEL
1125,N/A,TIMEOUT/NÃO_DISPONÍVEL
1126,N/A,TIMEOUT/NÃO_DISPONÍVEL
1127,N/A,TIMEOUT/NÃO_DISPONÍVEL
1128,N/A,TIMEOUT/NÃO_DISPONÍVEL
1129,N/A,TIMEOUT/NÃO_DISPONÍVEL
1130,N/A,TIMEOUT/NÃO_DISPONÍVEL
1131,N/A,TIMEOUT/NÃO_DISPONÍVEL
1132,N/A,TIMEOUT/NÃO_DISPONÍVEL
1133,N/A,TIMEOUT/NÃO_DISPONÍVEL
1134,N/A,TIMEOUT/NÃO_DISPONÍVEL
1135,N/A,TIMEOUT/NÃO_DISPONÍVEL
1136,N/A,TIMEOUT/NÃO_DISPONÍVEL
1137,N/A,TIMEOUT/NÃO_DISPONÍVEL
1138,N/A,TIMEOUT/NÃO_DISPONÍVEL
1139,N/A,TIMEOUT/NÃO_DISPONÍVEL
1140,N/A,TIMEOUT/NÃO_DISPONÍVEL
1141,N/A,TIMEOUT/NÃO_DISPONÍVEL
1142,N/A,TIMEOUT/NÃO_DISPONÍVEL
1143,N/A,TIMEOUT/NÃO_DISPONÍVEL
1144,N/A,TIMEOUT/NÃO_DISPONÍVEL
1145,N/A,TIMEOUT/NÃO_DISPONÍVEL
1146,N/A,TIMEOUT/NÃO_DISPONÍVEL
1147,N/A,TIMEOUT/NÃO_DISPONÍVEL
1148,N/A,TIMEOUT/NÃO_DISPONÍVEL
1149,N/A,TIMEOUT/NÃO_DISPONÍVEL
1150,N/A,TIMEOUT/NÃO_DISPONÍVEL
1151,N/A,TIMEOUT/NÃO_DISPONÍVEL
1152,N/A,TIMEOUT/NÃO_DISPONÍVEL
1153,N/A,TIMEOUT/NÃO_DISPONÍVEL
1154,N/A,TIMEOUT/NÃO_DISPONÍVEL
1155,N/A,TIMEOUT/NÃO_DISPONÍVEL
1156,N/A,TIMEOUT/NÃO_DISPONÍVEL
1157,N/A,TIMEOUT/NÃO_DISPONÍVEL
1158,N/A,TIMEOUT/NÃO_DISPONÍVEL
1159,N/A,TIMEOUT/NÃO_DISPONÍVEL
1160,N/A,TIMEOUT/NÃO_DISPONÍVEL
1161,N/A,TIMEOUT/NÃO_DISPONÍVEL
1162,N/A,TIMEOUT/NÃO_DISPONÍVEL
1163,N/A,TIMEOUT/NÃO_DISPONÍVEL
1164,N/A,TIMEOUT/NÃO_DISPONÍVEL
1165,N/A,TIMEOUT/NÃO_DISPONÍVEL
1166,N/A,TIMEOUT/NÃO_DISPONÍVEL
1167,N/A,TIMEOUT/NÃO_DISPONÍVEL
1168,N/A,TIMEOUT/NÃO_DISPONÍVEL
1169,N/A,TIMEOUT/NÃO_DISPONÍVEL
1170,N/A,TIMEOUT/NÃO_DISPONÍVEL
1171,N/A,TIMEOUT/NÃO_DISPONÍVEL
1172,N/A,TIMEOUT/NÃO_DISPONÍVEL
1173,N/A,TIMEOUT/NÃO_DISPONÍVEL
1174,N/A,TIMEOUT/NÃO_DISPONÍVEL
1175,N/A,TIMEOUT/NÃO_DISPONÍVEL
1176,N/A,TIMEOUT/NÃO_DISPONÍVEL
1177,N/A,TIMEOUT/NÃO_DISPONÍVEL
1178,N/A,TIMEOUT/NÃO_DISPONÍVEL
1179,N/A,TIMEOUT/NÃO_DISPONÍVEL
1180,N/A,TIMEOUT/NÃO_DISPONÍVEL
1181,N/A,TIMEOUT/NÃO_DISPONÍVEL
1182,N/A,TIMEOUT/NÃO_DISPONÍVEL
1183,N/A,TIMEOUT/NÃO_DISPONÍVEL
1184,N/A,TIMEOUT/NÃO_DISPONÍVEL
1185,N/A,TIMEOUT/NÃO_DISPONÍVEL
1186,N/A,TIMEOUT/NÃO_DISPONÍVEL
1187,N/A,TIMEOUT/NÃO_DISPONÍVEL
1188,N/A,TIMEOUT/NÃO_DISPONÍVEL
1189,N/A,TIMEOUT/NÃO_DISPONÍVEL
1190,N/A,TIMEOUT/NÃO_DISPONÍVEL
1191,N/A,TIMEOUT/NÃO_DISPONÍVEL
1192,N/A,TIMEOUT/NÃO_DISPONÍVEL
1193,N/A,TIMEOUT/NÃO_DISPONÍVEL
1194,N/A,TIMEOUT/NÃO_DISPONÍVEL
1195,N/A,TIMEOUT/NÃO_DISPONÍVEL
1196,N/A,TIMEOUT/NÃO_DISPONÍVEL
1197,N/A,TIMEOUT/NÃO_DISPONÍVEL
1198,N/A,TIMEOUT/NÃO_DISPONÍVEL
1199,N/A,TIMEOUT/NÃO_DISPONÍVEL
1200,N/A,TIMEOUT/NÃO_DISPONÍVEL
1201,N/A,TIMEOUT/NÃO_DISPONÍVEL
1202,N/A,TIMEOUT/NÃO_DISPONÍVEL
1203,N/A,TIMEOUT/NÃO_DISPONÍVEL
1204,N/A,TIMEOUT/NÃO_DISPONÍVEL
1205,N/A,TIMEOUT/NÃO_DISPONÍVEL
1206,N/A,TIMEOUT/NÃO_DISPONÍVEL
1207,N/A,TIMEOUT/NÃO_DISPONÍVEL
1208,N/A,TIMEOUT/NÃO_DISPONÍVEL
1209,N/A,TIMEOUT/NÃO_DISPONÍVEL
1210,N/A,TIMEOUT/NÃO_DISPONÍVEL
1211,N/A,TIMEOUT/NÃO_DISPONÍVEL
1212,N/A,TIMEOUT/NÃO_DISPONÍVEL
1213,N/A,TIMEOUT/NÃO_DISPONÍVEL
1214,N/A,TIMEOUT/NÃO_DISPONÍVEL
1215,N/A,TIMEOUT/NÃO_DISPONÍVEL
1216,N/A,TIMEOUT/NÃO_DISPONÍVEL
1217,N/A,TIMEOUT/NÃO_DISPONÍVEL
1218,N/A,TIMEOUT/NÃO_DISPONÍVEL
1219,N/A,TIMEOUT/NÃO_DISPONÍVEL
1220,N/A,TIMEOUT/NÃO_DISPONÍVEL
1221,N/A,TIMEOUT/NÃO_DISPONÍVEL
1222,N/A,TIMEOUT/NÃO_DISPONÍVEL
1223,N/A,TIMEOUT/NÃO_DISPONÍVEL
1224,N/A,TIMEOUT/NÃO_DISPONÍVEL
1225,N/A,TIMEOUT/NÃO_DISPONÍVEL
1226,N/A,TIMEOUT/NÃO_DISPONÍVEL
1227,N/A,TIMEOUT/NÃO_DISPONÍVEL
1228,N/A,TIMEOUT/NÃO_DISPONÍVEL
1229,N/A,TIMEOUT/NÃO_DISPONÍVEL
1230,N/A,TIMEOUT/NÃO_DISPONÍVEL
1231,N/A,TIMEOUT/NÃO_DISPONÍVEL
1232,N/A,TIMEOUT/NÃO_DISPONÍVEL
1233,N/A,TIMEOUT/NÃO_DISPONÍVEL
1234,N/A,TIMEOUT/NÃO_DISPONÍVEL
1235,N/A,TIMEOUT/NÃO_DISPONÍVEL
1236,N/A,TIMEOUT/NÃO_DISPONÍVEL
1237,N/A,TIMEOUT/NÃO_DISPONÍVEL
1238,N/A,TIMEOUT/NÃO_DISPONÍVEL
1239,N/A,TIMEOUT/NÃO_DISPONÍVEL
1240,N/A,TIMEOUT/NÃO_DISPONÍVEL
1241,N/A,TIMEOUT/NÃO_DISPONÍVEL
1242,N/A,TIMEOUT/NÃO_DISPONÍVEL
1243,N/A,TIMEOUT/NÃO_DISPONÍVEL
1244,N/A,TIMEOUT/NÃO_DISPONÍVEL
1245,N/A,TIMEOUT/NÃO_DISPONÍVEL
1246,N/A,TIMEOUT/NÃO_DISPONÍVEL
1247,N/A,TIMEOUT/NÃO_DISPONÍVEL
1248,N/A,TIMEOUT/NÃO_DISPONÍVEL
1249,N/A,TIMEOUT/NÃO_DISPONÍVEL
1250,N/A,TIMEOUT/NÃO_DISPONÍVEL
1251,N/A,TIMEOUT/NÃO_DISPONÍVEL
1252,N/A,TIMEOUT/NÃO_DISPONÍVEL
1253,N/A,TIMEOUT/NÃO_DISPONÍVEL
1254,N/A,TIMEOUT/NÃO_DISPONÍVEL
1255,N/A,TIMEOUT/NÃO_DISPONÍVEL
1256,N/A,TIMEOUT/NÃO_DISPONÍVEL
1257,N/A,TIMEOUT/NÃO_DISPONÍVEL
1258,N/A,TIMEOUT/NÃO_DISPONÍVEL
1259,N/A,TIMEOUT/NÃO_DISPONÍVEL
1260,N/A,TIMEOUT/NÃO_DISPONÍVEL
1261,N/A,TIMEOUT/NÃO_DISPONÍVEL
1262,N/A,TIMEOUT/NÃO_DISPONÍVEL
1263,N/A,TIMEOUT/NÃO_DISPONÍVEL
1264,N/A,TIMEOUT/NÃO_DISPONÍVEL
1265,N/A,TIMEOUT/NÃO_DISPONÍVEL
1266,N/A,TIMEOUT/NÃO_DISPONÍVEL
1267,N/A,TIMEOUT/NÃO_DISPONÍVEL
1268,N/A,TIMEOUT/NÃO_DISPONÍVEL
1269,N/A,TIMEOUT/NÃO_DISPONÍVEL
1270,N/A,TIMEOUT/NÃO_DISPONÍVEL
1271,N/A,TIMEOUT/NÃO_DISPONÍVEL
1272,N/A,TIMEOUT/NÃO_DISPONÍVEL
1273,N/A,TIMEOUT/NÃO_DISPONÍVEL
1274,N/A,TIMEOUT/NÃO_DISPONÍVEL
1275,N/A,TIMEOUT/NÃO_DISPONÍVEL
1276,N/A,TIMEOUT/NÃO_DISPONÍVEL
1277,N/A,TIMEOUT/NÃO_DISPONÍVEL
1278,N/A,TIMEOUT/NÃO_DISPONÍVEL
1279,N/A,TIMEOUT/NÃO_DISPONÍVEL
1280,N/A,TIMEOUT/NÃO_DISPONÍVEL
1281,N/A,TIMEOUT/NÃO_DISPONÍVEL
1282,N/A,TIMEOUT/NÃO_DISPONÍVEL
1283,N/A,TIMEOUT/NÃO_DISPONÍVEL
1284,N/A,TIMEOUT/NÃO_DISPONÍVEL
1285,N/A,TIMEOUT/NÃO_DISPONÍVEL
1286,N/A,TIMEOUT/NÃO_DISPONÍVEL
1287,N/A,TIMEOUT/NÃO_DISPONÍVEL
1288,N/A,TIMEOUT/NÃO_DISPONÍVEL
1289,N/A,TIMEOUT/NÃO_DISPONÍVEL
1290,N/A,TIMEOUT/NÃO_DISPONÍVEL
1291,N/A,TIMEOUT/NÃO_DISPONÍVEL
1292,N/A,TIMEOUT/NÃO_DISPONÍVEL
1293,N/A,TIMEOUT/NÃO_DISPONÍVEL
1294,N/A,TIMEOUT/NÃO_DISPONÍVEL
1295,N/A,TIMEOUT/NÃO_DISPONÍVEL
1296,N/A,TIMEOUT/NÃO_DISPONÍVEL
1297,N/A,TIMEOUT/NÃO_DISPONÍVEL
1298,N/A,TIMEOUT/NÃO_DISPONÍVEL
1299,N/A,TIMEOUT/NÃO_DISPONÍVEL
1300,N/A,TIMEOUT/NÃO_DISPONÍVEL
1301,N/A,TIMEOUT/NÃO_DISPONÍVEL
1302,N/A,TIMEOUT/NÃO_DISPONÍVEL
1303,N/A,TIMEOUT/NÃO_DISPONÍVEL
1304,N/A,TIMEOUT/NÃO_DISPONÍVEL
1305,N/A,TIMEOUT/NÃO_DISPONÍVEL
1306,N/A,TIMEOUT/NÃO_DISPONÍVEL
1307,N/A,TIMEOUT/NÃO_DISPONÍVEL
1308,N/A,TIMEOUT/NÃO_DISPONÍVEL
1309,N/A,TIMEOUT/NÃO_DISPONÍVEL
1310,N/A,TIMEOUT/NÃO_DISPONÍVEL
1311,N/A,TIMEOUT/NÃO_DISPONÍVEL
1312,N/A,TIMEOUT/NÃO_DISPONÍVEL
1313,N/A,TIMEOUT/NÃO_DISPONÍVEL
1314,N/A,TIMEOUT/NÃO_DISPONÍVEL
1315,N/A,TIMEOUT/NÃO_DISPONÍVEL
1316,N/A,TIMEOUT/NÃO_DISPONÍVEL
1317,N/A,TIMEOUT/NÃO_DISPONÍVEL
1318,N/A,TIMEOUT/NÃO_DISPONÍVEL
1319,N/A,TIMEOUT/NÃO_DISPONÍVEL
1320,N/A,TIMEOUT/NÃO_DISPONÍVEL
1321,N/A,TIMEOUT/NÃO_DISPONÍVEL
1322,N/A,TIMEOUT/NÃO_DISPONÍVEL
1323,N/A,TIMEOUT/NÃO_DISPONÍVEL
1324,N/A,TIMEOUT/NÃO_DISPONÍVEL
1325,N/A,TIMEOUT/NÃO_DISPONÍVEL
1326,N/A,TIMEOUT/NÃO_DISPONÍVEL
1327,N/A,TIMEOUT/NÃO_DISPONÍVEL
1328,N/A,TIMEOUT/NÃO_DISPONÍVEL
1329,N/A,TIMEOUT/NÃO_DISPONÍVEL
1330,N/A,TIMEOUT/NÃO_DISPONÍVEL
1331,N/A,TIMEOUT/NÃO_DISPONÍVEL
1332,N/A,TIMEOUT/NÃO_DISPONÍVEL
1333,N/A,TIMEOUT/NÃO_DISPONÍVEL
1334,N/A,TIMEOUT/NÃO_DISPONÍVEL
1335,N/A,TIMEOUT/NÃO_DISPONÍVEL
1336,N/A,TIMEOUT/NÃO_DISPONÍVEL
1337,N/A,TIMEOUT/NÃO_DISPONÍVEL
1338,N/A,TIMEOUT/NÃO_DISPONÍVEL
1339,N/A,TIMEOUT/NÃO_DISPONÍVEL
1340,N/A,TIMEOUT/NÃO_DISPONÍVEL
1341,N/A,TIMEOUT/NÃO_DISPONÍVEL
1342,N/A,TIMEOUT/NÃO_DISPONÍVEL
1343,N/A,TIMEOUT/NÃO_DISPONÍVEL
1344,N/A,TIMEOUT/NÃO_DISPONÍVEL
1345,N/A,TIMEOUT/NÃO_DISPONÍVEL
1346,N/A,TIMEOUT/NÃO_DISPONÍVEL
1347,N/A,TIMEOUT/NÃO_DISPONÍVEL
1348,N/A,TIMEOUT/NÃO_DISPONÍVEL
1349,N/A,TIMEOUT/NÃO_DISPONÍVEL
1350,N/A,TIMEOUT/NÃO_DISPONÍVEL
1351,N/A,TIMEOUT/NÃO_DISPONÍVEL
1352,N/A,TIMEOUT/NÃO_DISPONÍVEL
1353,N/A,TIMEOUT/NÃO_DISPONÍVEL
1354,N/A,TIMEOUT/NÃO_DISPONÍVEL
1355,N/A,TIMEOUT/NÃO_DISPONÍVEL
1356,N/A,TIMEOUT/NÃO_DISPONÍVEL
1357,N/A,TIMEOUT/NÃO_DISPONÍVEL
1358,N/A,TIMEOUT/NÃO_DISPONÍVEL
1359,N/A,TIMEOUT/NÃO_DISPONÍVEL
1360,N/A,TIMEOUT/NÃO_DISPONÍVEL
1361,N/A,TIMEOUT/NÃO_DISPONÍVEL
1362,N/A,TIMEOUT/NÃO_DISPONÍVEL
1363,N/A,TIMEOUT/NÃO_DISPONÍVEL
1364,N/A,TIMEOUT/NÃO_DISPONÍVEL
1365,N/A,TIMEOUT/NÃO_DISPONÍVEL
1366,N/A,TIMEOUT/NÃO_DISPONÍVEL
1367,N/A,TIMEOUT/NÃO_DISPONÍVEL
1368,N/A,TIMEOUT/NÃO_DISPONÍVEL
1369,N/A,TIMEOUT/NÃO_DISPONÍVEL
1370,N/A,TIMEOUT/NÃO_DISPONÍVEL
1371,N/A,TIMEOUT/NÃO_DISPONÍVEL
1372,N/A,TIMEOUT/NÃO_DISPONÍVEL
1373,N/A,TIMEOUT/NÃO_DISPONÍVEL
1374,N/A,TIMEOUT/NÃO_DISPONÍVEL
1375,N/A,TIMEOUT/NÃO_DISPONÍVEL
1376,N/A,TIMEOUT/NÃO_DISPONÍVEL
1377,N/A,TIMEOUT/NÃO_DISPONÍVEL
1378,N/A,TIMEOUT/NÃO_DISPONÍVEL
1379,N/A,TIMEOUT/NÃO_DISPONÍVEL
1380,N/A,TIMEOUT/NÃO_DISPONÍVEL
1381,N/A,TIMEOUT/NÃO_DISPONÍVEL
1382,N/A,TIMEOUT/NÃO_DISPONÍVEL
1383,N/A,TIMEOUT/NÃO_DISPONÍVEL
1384,N/A,TIMEOUT/NÃO_DISPONÍVEL
1385,N/A,TIMEOUT/NÃO_DISPONÍVEL
1386,N/A,TIMEOUT/NÃO_DISPONÍVEL
1387,N/A,TIMEOUT/NÃO_DISPONÍVEL
1388,N/A,TIMEOUT/NÃO_DISPONÍVEL
1389,N/A,TIMEOUT/NÃO_DISPONÍVEL
1390,N/A,TIMEOUT/NÃO_DISPONÍVEL
1391,N/A,TIMEOUT/NÃO_DISPONÍVEL
1392,N/A,TIMEOUT/NÃO_DISPONÍVEL
1393,N/A,TIMEOUT/NÃO_DISPONÍVEL
1394,N/A,TIMEOUT/NÃO_DISPONÍVEL
1395,N/A,TIMEOUT/NÃO_DISPONÍVEL
1396,N/A,TIMEOUT/NÃO_DISPONÍVEL
1397,N/A,TIMEOUT/NÃO_DISPONÍVEL
1398,N/A,TIMEOUT/NÃO_DISPONÍVEL
1399,N/A,TIMEOUT/NÃO_DISPONÍVEL
1400,N/A,TIMEOUT/NÃO_DISPONÍVEL
1401,N/A,TIMEOUT/NÃO_DISPONÍVEL
1402,N/A,TIMEOUT/NÃO_DISPONÍVEL
1403,N/A,TIMEOUT/NÃO_DISPONÍVEL
1404,N/A,TIMEOUT/NÃO_DISPONÍVEL
1405,N/A,TIMEOUT/NÃO_DISPONÍVEL
1406,N/A,TIMEOUT/NÃO_DISPONÍVEL
1407,N/A,TIMEOUT/NÃO_DISPONÍVEL
1408,N/A,TIMEOUT/NÃO_DISPONÍVEL
1409,N/A,TIMEOUT/NÃO_DISPONÍVEL
1410,N/A,TIMEOUT/NÃO_DISPONÍVEL
1411,N/A,TIMEOUT/NÃO_DISPONÍVEL
1412,N/A,TIMEOUT/NÃO_DISPONÍVEL
1413,N/A,TIMEOUT/NÃO_DISPONÍVEL
1414,N/A,TIMEOUT/NÃO_DISPONÍVEL
1415,N/A,TIMEOUT/NÃO_DISPONÍVEL
1416,N/A,TIMEOUT/NÃO_DISPONÍVEL
1417,N/A,TIMEOUT/NÃO_DISPONÍVEL
1418,N/A,TIMEOUT/NÃO_DISPONÍVEL
1419,N/A,TIMEOUT/NÃO_DISPONÍVEL
1420,N/A,TIMEOUT/NÃO_DISPONÍVEL
1421,N/A,TIMEOUT/NÃO_DISPONÍVEL
1422,N/A,TIMEOUT/NÃO_DISPONÍVEL
1423,N/A,TIMEOUT/NÃO_DISPONÍVEL
1424,N/A,TIMEOUT/NÃO_DISPONÍVEL
1425,N/A,TIMEOUT/NÃO_DISPONÍVEL
1426,N/A,TIMEOUT/NÃO_DISPONÍVEL
1427,N/A,TIMEOUT/NÃO_DISPONÍVEL
1428,N/A,TIMEOUT/NÃO_DISPONÍVEL
1429,N/A,TIMEOUT/NÃO_DISPONÍVEL
1430,N/A,TIMEOUT/NÃO_DISPONÍVEL
1431,N/A,TIMEOUT/NÃO_DISPONÍVEL
1432,N/A,TIMEOUT/NÃO_DISPONÍVEL
1433,N/A,TIMEOUT/NÃO_DISPONÍVEL
1434,N/A,TIMEOUT/NÃO_DISPONÍVEL
1435,N/A,TIMEOUT/NÃO_DISPONÍVEL
1436,N/A,TIMEOUT/NÃO_DISPONÍVEL
1437,N/A,TIMEOUT/NÃO_DISPONÍVEL
1438,N/A,TIMEOUT/NÃO_DISPONÍVEL
1439,N/A,TIMEOUT/NÃO_DISPONÍVEL
1440,N/A,TIMEOUT/NÃO_DISPONÍVEL
1441,N/A,TIMEOUT/NÃO_DISPONÍVEL
1442,N/A,TIMEOUT/NÃO_DISPONÍVEL
1443,N/A,TIMEOUT/NÃO_DISPONÍVEL
1444,N/A,TIMEOUT/NÃO_DISPONÍVEL
1445,N/A,TIMEOUT/NÃO_DISPONÍVEL
1446,N/A,TIMEOUT/NÃO_DISPONÍVEL
1447,N/A,TIMEOUT/NÃO_DISPONÍVEL
1448,N/A,TIMEOUT/NÃO_DISPONÍVEL
1449,N/A,TIMEOUT/NÃO_DISPONÍVEL
1450,N/A,TIMEOUT/NÃO_DISPONÍVEL
1451,N/A,TIMEOUT/NÃO_DISPONÍVEL
1452,N/A,TIMEOUT/NÃO_DISPONÍVEL
1453,N/A,TIMEOUT/NÃO_DISPONÍVEL
1454,N/A,TIMEOUT/NÃO_DISPONÍVEL
1455,N/A,TIMEOUT/NÃO_DISPONÍVEL
1456,N/A,TIMEOUT/NÃO_DISPONÍVEL
1457,N/A,TIMEOUT/NÃO_DISPONÍVEL
1458,N/A,TIMEOUT/NÃO_DISPONÍVEL
1459,N/A,TIMEOUT/NÃO_DISPONÍVEL
1460,N/A,TIMEOUT/NÃO_DISPONÍVEL
1461,N/A,TIMEOUT/NÃO_DISPONÍVEL
1462,N/A,TIMEOUT/NÃO_DISPONÍVEL
1463,N/A,TIMEOUT/NÃO_DISPONÍVEL
1464,N/A,TIMEOUT/NÃO_DISPONÍVEL
1465,N/A,TIMEOUT/NÃO_DISPONÍVEL
1466,N/A,TIMEOUT/NÃO_DISPONÍVEL
1467,N/A,TIMEOUT/NÃO_DISPONÍVEL
1468,N/A,TIMEOUT/NÃO_DISPONÍVEL
1469,N/A,TIMEOUT/NÃO_DISPONÍVEL
1470,N/A,TIMEOUT/NÃO_DISPONÍVEL
1471,N/A,TIMEOUT/NÃO_DISPONÍVEL
1472,N/A,TIMEOUT/NÃO_DISPONÍVEL
1473,N/A,TIMEOUT/NÃO_DISPONÍVEL
1474,N/A,TIMEOUT/NÃO_DISPONÍVEL
1475,N/A,TIMEOUT/NÃO_DISPONÍVEL
1476,N/A,TIMEOUT/NÃO_DISPONÍVEL
1477,N/A,TIMEOUT/NÃO_DISPONÍVEL
1478,N/A,TIMEOUT/NÃO_DISPONÍVEL
1479,N/A,TIMEOUT/NÃO_DISPONÍVEL
1480,N/A,TIMEOUT/NÃO_DISPONÍVEL
1481,N/A,TIMEOUT/NÃO_DISPONÍVEL
1482,N/A,TIMEOUT/NÃO_DISPONÍVEL
1483,N/A,TIMEOUT/NÃO_DISPONÍVEL
1484,N/A,TIMEOUT/NÃO_DISPONÍVEL
1485,N/A,TIMEOUT/NÃO_DISPONÍVEL
1486,N/A,TIMEOUT/NÃO_DISPONÍVEL
1487,N/A,TIMEOUT/NÃO_DISPONÍVEL
1488,N/A,TIMEOUT/NÃO_DISPONÍVEL
1489,N/A,TIMEOUT/NÃO_DISPONÍVEL
1490,N/A,TIMEOUT/NÃO_DISPONÍVEL
1491,N/A,TIMEOUT/NÃO_DISPONÍVEL
1492,N/A,TIMEOUT/NÃO_DISPONÍVEL
1493,N/A,TIMEOUT/NÃO_DISPONÍVEL
1494,N/A,TIMEOUT/NÃO_DISPONÍVEL
1495,N/A,TIMEOUT/NÃO_DISPONÍVEL
1496,N/A,TIMEOUT/NÃO_DISPONÍVEL
1497,N/A,TIMEOUT/NÃO_DISPONÍVEL
1498,N/A,TIMEOUT/NÃO_DISPONÍVEL
1499,N/A,TIMEOUT/NÃO_DISPONÍVEL
1500,N/A,TIMEOUT/NÃO_DISPONÍVEL
1501,N/A,TIMEOUT/NÃO_DISPONÍVEL
1502,N/A,TIMEOUT/NÃO_DISPONÍVEL
1503,N/A,TIMEOUT/NÃO_DISPONÍVEL
1504,N/A,TIMEOUT/NÃO_DISPONÍVEL
1505,N/A,TIMEOUT/NÃO_DISPONÍVEL
1506,N/A,TIMEOUT/NÃO_DISPONÍVEL
1507,N/A,TIMEOUT/NÃO_DISPONÍVEL
1508,N/A,TIMEOUT/NÃO_DISPONÍVEL
1509,N/A,TIMEOUT/NÃO_DISPONÍVEL
1510,N/A,TIMEOUT/NÃO_DISPONÍVEL
1511,N/A,TIMEOUT/NÃO_DISPONÍVEL
1512,N/A,TIMEOUT/NÃO_DISPONÍVEL
1513,N/A,TIMEOUT/NÃO_DISPONÍVEL
1514,N/A,TIMEOUT/NÃO_DISPONÍVEL
1515,N/A,TIMEOUT/NÃO_DISPONÍVEL
1516,N/A,TIMEOUT/NÃO_DISPONÍVEL
1517,N/A,TIMEOUT/NÃO_DISPONÍVEL
