OID,TYPE,VALUE,POSSIBLE_SOH
.1.3.6.1.4.1.12148.10.13.28.1.2.8.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.9.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.10.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.1.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.2.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.3.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.4.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.5.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.6.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.6.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.6.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.6.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.29.1.2.6.5,Integer,0,
