oid,type,value
.1.3.6.1.4.1.12148.10.15.19.7.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.15.20.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.20.2.0,Integer,52
.1.3.6.1.4.1.12148.10.15.20.3.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.15.20.3.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.15.20.4.0,Integer,52
.1.3.6.1.4.1.12148.10.15.20.5.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.15.20.5.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.15.20.6.0,Integer,52
.1.3.6.1.4.1.12148.10.15.20.7.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.15.20.7.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.15.21.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.21.2.0,Integer,0
.1.3.6.1.4.1.12148.10.15.21.3.0,Integer,0
.1.3.6.1.4.1.12148.10.15.21.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.22.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.22.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.22.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.22.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.22.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.22.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.23.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.23.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.23.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.23.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.23.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.23.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.2.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.2.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.2.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.2.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.2.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.2.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.3.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.3.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.3.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.3.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.3.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.3.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.3.8.0,Integer,0
.1.3.6.1.4.1.12148.10.16.3.9.0,Integer,0
.1.3.6.1.4.1.12148.10.16.4.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.4.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.4.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.4.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.4.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.4.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.5.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.5.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.5.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.5.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.5.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.5.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.6.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.6.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.6.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.6.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.6.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.6.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.7.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.7.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.7.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.7.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.7.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.7.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.7.8.0,Integer,0
.1.3.6.1.4.1.12148.10.16.7.9.0,Integer,0
.1.3.6.1.4.1.12148.10.16.8.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.8.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.8.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.8.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.8.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.8.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.8.8.0,Integer,0
.1.3.6.1.4.1.12148.10.16.8.9.0,Integer,0
.1.3.6.1.4.1.12148.10.16.9.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.9.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.9.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.9.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.9.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.9.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.9.8.0,Integer,0
.1.3.6.1.4.1.12148.10.16.9.9.0,Integer,0
.1.3.6.1.4.1.12148.10.16.10.1.0,Integer,0
.1.3.6.1.4.1.12148.10.16.10.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.16.10.4.0,Integer,0
.1.3.6.1.4.1.12148.10.16.10.5.0,Integer,0
.1.3.6.1.4.1.12148.10.16.10.6.0,Integer,0
.1.3.6.1.4.1.12148.10.16.10.7.0,Integer,0
.1.3.6.1.4.1.12148.10.16.10.8.0,Integer,0
.1.3.6.1.4.1.12148.10.16.10.9.0,Integer,0
.1.3.6.1.4.1.12148.10.16.11.0,Integer,0
.1.3.6.1.4.1.12148.10.18.1.0,Integer,1
.1.3.6.1.4.1.12148.10.18.2.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.2.2.0,OctetString,"""Recv.DC current """
.1.3.6.1.4.1.12148.10.18.2.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.2.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.2.6.0,Integer,2000
.1.3.6.1.4.1.12148.10.18.2.7.0,Integer,1000
.1.3.6.1.4.1.12148.10.18.3.1.0,Integer,1
.1.3.6.1.4.1.12148.10.18.3.2.0,OctetString,"""Recv.error      """
.1.3.6.1.4.1.12148.10.18.3.4.0,Integer,1
.1.3.6.1.4.1.12148.10.18.3.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.3.6.0,Integer,2
.1.3.6.1.4.1.12148.10.18.3.7.0,Integer,1
.1.3.6.1.4.1.12148.10.18.4.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.4.2.0,OctetString,"""Recv.temp       """
.1.3.6.1.4.1.12148.10.18.4.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.4.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.4.6.0,Integer,80
.1.3.6.1.4.1.12148.10.18.4.7.0,Integer,70
.1.3.6.1.4.1.12148.10.18.4.8.0,Integer,-5
.1.3.6.1.4.1.12148.10.18.4.9.0,Integer,-10
.1.3.6.1.4.1.12148.10.18.5.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.5.2.0,OctetString,"""Recv.L1 current """
.1.3.6.1.4.1.12148.10.18.5.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.5.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.5.6.0,Integer,2000
.1.3.6.1.4.1.12148.10.18.5.7.0,Integer,1000
.1.3.6.1.4.1.12148.10.18.6.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.6.2.0,OctetString,"""Recv.L2 current """
.1.3.6.1.4.1.12148.10.18.6.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.6.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.6.6.0,Integer,2000
.1.3.6.1.4.1.12148.10.18.6.7.0,Integer,1000
.1.3.6.1.4.1.12148.10.18.7.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.7.2.0,OctetString,"""Recv.L3 current """
.1.3.6.1.4.1.12148.10.18.7.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.7.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.7.6.0,Integer,2000
.1.3.6.1.4.1.12148.10.18.7.7.0,Integer,1000
.1.3.6.1.4.1.12148.10.18.8.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.8.2.0,OctetString,"""Recv.L1 voltage """
.1.3.6.1.4.1.12148.10.18.8.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.8.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.8.6.0,Integer,250
.1.3.6.1.4.1.12148.10.18.8.7.0,Integer,245
.1.3.6.1.4.1.12148.10.18.8.8.0,Integer,195
.1.3.6.1.4.1.12148.10.18.8.9.0,Integer,190
.1.3.6.1.4.1.12148.10.18.9.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.9.2.0,OctetString,"""Recv.L2 voltage """
.1.3.6.1.4.1.12148.10.18.9.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.9.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.9.6.0,Integer,250
.1.3.6.1.4.1.12148.10.18.9.7.0,Integer,245
.1.3.6.1.4.1.12148.10.18.9.8.0,Integer,195
.1.3.6.1.4.1.12148.10.18.9.9.0,Integer,190
.1.3.6.1.4.1.12148.10.18.10.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.10.2.0,OctetString,"""Recv.L3 voltage """
.1.3.6.1.4.1.12148.10.18.10.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.10.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.10.6.0,Integer,250
.1.3.6.1.4.1.12148.10.18.10.7.0,Integer,245
.1.3.6.1.4.1.12148.10.18.10.8.0,Integer,195
.1.3.6.1.4.1.12148.10.18.10.9.0,Integer,190
.1.3.6.1.4.1.12148.10.18.11.1.0,Integer,4
.1.3.6.1.4.1.12148.10.18.11.2.0,OctetString,"""Recv.freqDev    """
.1.3.6.1.4.1.12148.10.18.11.4.0,Integer,0
.1.3.6.1.4.1.12148.10.18.11.5.0,Integer,0
.1.3.6.1.4.1.12148.10.18.11.6.0,Integer,200
.1.3.6.1.4.1.12148.10.18.11.7.0,Integer,100
.1.3.6.1.4.1.12148.10.18.11.8.0,Integer,-100
.1.3.6.1.4.1.12148.10.18.11.9.0,Integer,-200
.1.3.6.1.4.1.12148.10.18.12.0,Integer,0
.1.3.6.1.4.1.12148.10.18.13.0,Integer,230
.1.3.6.1.4.1.12148.10.18.14.0,Integer,5000
.1.3.6.1.4.1.12148.10.18.15.1.0,Integer,0
.1.3.6.1.4.1.12148.10.18.15.2.0,Integer,52
.1.3.6.1.4.1.12148.10.18.15.3.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.18.15.3.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.18.15.4.0,Integer,52
.1.3.6.1.4.1.12148.10.18.15.5.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.18.15.5.1.2.21,Integer,0
